カード番号,文字,字体数,用例数1,用例数2,用例数3,用例数4,大字典,部首,枚数
0056,異,0 ,,,,,07530,102,1 
0057,相,0 ,,,,,07801,109,1 
0058,穀,0 ,,,,,08261,115,1 
0059,空,0 ,,,,,08296,116,1 
0060,竊,0 ,,,,,08353,116,1 
0061,答,0 ,,,,,08437,118,1 
0062,節,0 ,,,,,08493,118,1 
0063,細,0 ,,,,,08779,120,1 
0064,耳,0 ,,,,,09290,128,1 
0065,聾,0 ,,,,,09336,128,1 
0066,肉,0 ,,,,,09348,130,1 
0067,脇,0 ,,,,,09436,130,1 
0068,脚,0 ,,,,,09447,130,1 
0069,脣,0 ,,,,,09459,130,1 
0070,苦,0 ,,,,,09789,140,1 
0071,菜,0 ,,,,,09910,140,1 
0072,菴,0 ,,,,,09925,140,1 
0073,蒲,0 ,,,,,10026,140,1 
0074,09905,0 ,,,,,09905,140,1 
0075,蔗,0 ,,,,,10075,140,1 
0076,薄,0 ,,,,,10139,140,1 
0077,藍,0 ,,,,,10189,140,1 
0078,藏,0 ,,,,,10191,140,1 
0079,蘂,0 ,,,,,10223,140,1 
0080,裸,0 ,,,,,10728,145,1 
0081,覺,0 ,,,,,10856,147,1 
0082,解,0 ,,,,,10875,148,1 
0083,誡,0 ,,,,,11019,149,1 
0084,識,0 ,,,,,11171,149,1 
0085,譬,0 ,,,,,11189,149,1 
0086,貧,0 ,,,,,11338,154,1 
0087,貴,0 ,,,,,11355,154,1 
0088,路,0 ,,,,,11548,157,1 
0089,長,0 ,,,,,12698,168,1 
0090,開,0 ,,,,,12716,169,1 
0091,閻,0 ,,,,,12757,169,1 
0092,雀,0 ,,,,,12955,172,1 
0093,雙,0 ,,,,,12994,172,1 
0094,離,0 ,,,,,13001,172,1 
0095,靜,0 ,,,,,13103,174,1 
0096,風,0 ,,,,,13423,182,1 
0097,餅,0 ,,,,,13573,184,1 
0098,驕,0 ,,,,,13845,187,1 
0099,體,0 ,,,,,13934,188,1 
0100,黒,0 ,,,,,14709,203,1 
0101,鼻,0 ,,,,,14809,209,1 
0102,齊,0 ,,,,,14828,210,1 
0103,一,1 ,24 ,,,,00001,001,1 
0104,上,1 ,31 ,,,,00008,001,1 
0105,下,1 ,3 ,,,,00009,001,1 
0106-0109,不,1 ,169 ,,,,00013,001,4 
0110-0111,世,1 ,77 ,,,,00025,001,2 
0112-0118,丘,1 ,304 ,,,,00026,001,7 
0119,中,1 ,47 ,,,,00051,002,1 
0120,乃,1 ,32 ,,,,00078,004,1 
0121,久,1 ,24 ,,,,00085,004,1 
0122,之,1 ,7 ,,,,00088,004,1 
0123,也,1 ,5 ,,,,00109,005,1 
0124,亂,1 ,24 ,,,,00121,005,1 
0125,云,1 ,46 ,,,,00133,007,1 
0126,亦,1 ,11 ,,,,00154,008,1 
0127,人,1 ,34 ,,,,00168,009,1 
0128,今,1 ,32 ,,,,00175,009,1 
0129,他,1 ,6 ,,,,00183,009,1 
0130,令,1 ,4 ,,,,00193,009,1 
0131-0132,以,1 ,97 ,,,,00194,009,2 
0133,似,1 ,20 ,,,,00235,009,1 
0134,住,1 ,24 ,,,,00245,009,1 
0135-0136,何,1 ,68 ,,,,00250,009,2 
0137,佛,1 ,25 ,,,,00255,009,1 
0138-0139,作,1 ,69 ,,,,00256,009,2 
0140,來,1 ,4 ,,,,00282,009,1 
0141,供,1 ,13 ,,,,00299,009,1 
0142,便,1 ,26 ,,,,00321,009,1 
0143,僧,1 ,37 ,,,,00503,009,1 
0144,儀,1 ,46 ,,,,00516,009,1 
0145,先,1 ,3 ,,,,00566,010,1 
0146,入,1 ,49 ,,,,00582,011,1 
0147,内,1 ,8 ,,,,00585,011,1 
0148-0149,六,1 ,84 ,,,,00597,012,2 
0150,其,1 ,27 ,,,,00605,012,1 
0151,具,1 ,37 ,,,,00606,012,1 
0152,冷,1 ,2 ,,,,00672,015,1 
0153,分,1 ,2 ,,,,00734,018,1 
0154,初,1 ,48 ,,,,00759,018,1 
0155,到,1 ,19 ,,,,00769,018,1 
0156,制,1 ,24 ,,,,00776,018,1 
0157,刺,1 ,3 ,,,,00782,018,1 
0158,前,1 ,2 ,,,,00794,018,1 
0159,十,1 ,24 ,,,,00985,024,1 
0160,半,1 ,5 ,,,,00994,024,1 
0161,却,1 ,3 ,,,,01038,026,1 
0162,即,1 ,20 ,,,,01049,026,1 
0163,去,1 ,28 ,,,,01101,028,1 
0164,叉,1 ,47 ,,,,01109,029,1 
0165,及,1 ,2 ,,,,01111,029,1 
0166,取,1 ,26 ,,,,01127,029,1 
0167,口,1 ,16 ,,,,01141,030,1 
0168,句,1 ,24 ,,,,01143,030,1 
0169,右,1 ,18 ,,,,01158,030,1 
0170-0172,吉,1 ,113 ,,,,01172,030,3 
0173,含,1 ,6 ,,,,01197,030,1 
0174,告,1 ,24 ,,,,01219,030,1 
0175,呵,1 ,49 ,,,,01245,030,1 
0176,命,1 ,9 ,,,,01252,030,1 
0177,問,1 ,4 ,,,,01369,030,1 
0178,喚,1 ,6 ,,,,01410,030,1 
0179,01503,1 ,3 ,,,,01503,030,1 
0180,囑,1 ,2 ,,,,01600,030,1 
0181,國,1 ,26 ,,,,01639,031,1 
0182,園,1 ,24 ,,,,01644,031,1 
0183-0184,在,1 ,61 ,,,,01659,032,2 
0185,地,1 ,2 ,,,,01666,032,1 
0186,坑,1 ,3 ,,,,01683,032,1 
0187,報,1 ,3 ,,,,01796,032,1 
0188,塹,1 ,2 ,,,,01833,032,1 
0189,墮,1 ,3 ,,,,01863,032,1 
0190-0191,士,1 ,76 ,,,,01903,033,2 
0192,外,1 ,17 ,,,,01934,036,1 
0193,多,1 ,37 ,,,,01938,036,1 
0194,夜,1 ,16 ,,,,01939,036,1 
0195,大,1 ,19 ,,,,01946,037,1 
0196,好,1 ,15 ,,,,02029,038,1 
0197-0199,如,1 ,132 ,,,,02031,038,3 
0200,威,1 ,46 ,,,,02105,038,1 
0201,婆,1 ,4 ,,,,02142,038,1 
0202,嫌,1 ,43 ,,,,02203,038,1 
0203,子,1 ,24 ,,,,02262,039,1 
0204,孤,1 ,24 ,,,,02277,039,1 
0205,學,1 ,23 ,,,,02293,039,1 
0206,家,1 ,16 ,,,,02349,040,1 
0207,容,1 ,5 ,,,,02352,040,1 
0208-0209,尊,1 ,76 ,,,,02429,041,2 
0210,小,1 ,3 ,,,,02439,042,1 
0211,少,1 ,29 ,,,,02440,042,1 
0212,就,1 ,16 ,,,,02464,043,1 
0213,尸,1 ,9 ,,,,02469,044,1 
0214,尻,1 ,2 ,,,,02472,044,1 
0215-0216,尼,1 ,77 ,,,,02473,044,2 
0217-0218,居,1 ,76 ,,,,02482,044,2 
0219,左,1 ,18 ,,,,02774,048,1 
0220,己,1 ,10 ,,,,02782,049,1 
0221-0222,已,1 ,87 ,,,,02783,049,2 
0223,師,1 ,4 ,,,,02835,050,1 
0224,平,1 ,6 ,,,,02899,051,1 
0225,度,1 ,6 ,,,,02944,053,1 
0226,式,1 ,34 ,,,,03037,056,1 
0227,張,1 ,8 ,,,,03065,057,1 
0228,彌,1 ,48 ,,,,03084,057,1 
0229,形,1 ,2 ,,,,03101,059,1 
0230,彼,1 ,14 ,,,,03124,060,1 
0231-0232,往,1 ,51 ,,,,03128,060,2 
0233,待,1 ,3 ,,,,03132,060,1 
0234,得,1 ,32 ,,,,03145,060,1 
0235,心,1 ,26 ,,,,03179,061,1 
0236,悔,1 ,2 ,,,,03320,061,1 
0237,患,1 ,2 ,,,,03329,061,1 
0238,惡,1 ,4 ,,,,03367,061,1 
0239,惱,1 ,24 ,,,,03372,061,1 
0240,想,1 ,4 ,,,,03373,061,1 
0241,意,1 ,7 ,,,,03395,061,1 
0242,愛,1 ,2 ,,,,03405,061,1 
0243,愧,1 ,45 ,,,,03414,061,1 
0244,慙,1 ,45 ,,,,03453,061,1 
0245,應,1 ,46 ,,,,03550,061,1 
0246,懺,1 ,24 ,,,,03587,061,1 
0247,我,1 ,22 ,,,,03611,062,1 
0248-0250,戒,1 ,125 ,,,,03612,062,3 
0251-0252,或,1 ,67 ,,,,03617,062,2 
0253,戲,1 ,7 ,,,,03636,062,1 
0254-0255,所,1 ,97 ,,,,03647,063,2 
0256,手,1 ,30 ,,,,03659,064,1 
0257,打,1 ,3 ,,,,03666,064,1 
0258,扠,1 ,9 ,,,,03672,064,1 
0259,把,1 ,2 ,,,,03700,064,1 
0260,持,1 ,16 ,,,,03780,064,1 
0261,挑,1 ,4 ,,,,03793,064,1 
0262,捐,1 ,2 ,,,,03825,064,1 
0263,授,1 ,2 ,,,,03855,064,1 
0264,掉,1 ,7 ,,,,03856,064,1 
0265,損,1 ,3 ,,,,03939,064,1 
0266,搖,1 ,9 ,,,,03947,064,1 
0267,摩,1 ,19 ,,,,04009,064,1 
0268,摶,1 ,12 ,,,,04019,064,1 
0269,擔,1 ,2 ,,,,04099,064,1 
0270,擲,1 ,4 ,,,,04130,064,1 
0271-0272,故,1 ,98 ,,,,04243,066,2 
0273,敢,1 ,4 ,,,,04277,066,1 
0274,方,1 ,25 ,,,,04385,070,1 
0275,於,1 ,2 ,,,,04389,070,1 
0276,施,1 ,2 ,,,,04391,070,1 
0277,日,1 ,13 ,,,,04446,072,1 
0278,明,1 ,6 ,,,,04485,072,1 
0279-0281,是,1 ,107 ,,,,04512,072,3 
0282-0286,時,1 ,201 ,,,,04523,072,5 
0287,晨,1 ,10 ,,,,04554,072,1 
0288,更,1 ,4 ,,,,04654,073,1 
0289,最,1 ,31 ,,,,04664,073,1 
0290-0292,有,1 ,112 ,,,,04674,074,3 
0293,望,1 ,3 ,,,,04693,074,1 
0294,朝,1 ,10 ,,,,04696,074,1 
0295,未,1 ,38 ,,,,04711,075,1 
0296,村,1 ,3 ,,,,04739,075,1 
0297,果,1 ,2 ,,,,04806,075,1 
0298,桃,1 ,5 ,,,,04930,075,1 
0299,案,1 ,3 ,,,,04933,075,1 
0300,梵,1 ,9 ,,,,05010,075,1 
0301,棄,1 ,7 ,,,,05014,075,1 
0302,樂,1 ,23 ,,,,05279,075,1 
0303,樹,1 ,25 ,,,,05323,075,1 
0304,次,1 ,8 ,,,,05558,076,1 
0305-0306,欲,1 ,66 ,,,,05580,076,2 
0307-0308,此,1 ,89 ,,,,05644,077,2 
0309-0315,比,1 ,318 ,,,,05841,081,7 
0316,水,1 ,4 ,,,,05952,085,1 
0317,求,1 ,2 ,,,,05964,085,1 
0318,汚,1 ,3 ,,,,05979,085,1 
0319-0320,汝,1 ,67 ,,,,05983,085,2 
0321-0322,沙,1 ,70 ,,,,06031,085,2 
0323-0324,法,1 ,58 ,,,,06074,085,2 
0325,渠,1 ,2 ,,,,06317,085,1 
0326,溢,1 ,5 ,,,,06408,085,1 
0327,漏,1 ,22 ,,,,06487,085,1 
0328,烏,1 ,6 ,,,,06835,086,1 
0329,熱,1 ,2 ,,,,06957,086,1 
0330-0331,爲,1 ,91 ,,,,07032,087,2 
0332-0333,爾,1 ,70 ,,,,07043,089,2 
0334,牛,1 ,5 ,,,,07072,093,1 
0335-0338,犯,1 ,194 ,,,,07112,094,4 
0339,狂,1 ,24 ,,,,07125,094,1 
0340,狗,1 ,6 ,,,,07139,094,1 
0341,猪,1 ,6 ,,,,07192,094,1 
0342,獨,1 ,24 ,,,,07230,094,1 
0343,獸,1 ,3 ,,,,07248,094,1 
0344,王,1 ,2 ,,,,07262,096,1 
0345,甘,1 ,3 ,,,,07456,099,1 
0346,生,1 ,2 ,,,,07461,100,1 
0347,用,1 ,7 ,,,,07469,101,1 
0348,疑,1 ,2 ,,,,07559,103,1 
0349,疾,1 ,9 ,,,,07591,104,1 
0350,病,1 ,30 ,,,,07598,104,1 
0351,痛,1 ,25 ,,,,07613,104,1 
0352,瘡,1 ,2 ,,,,07649,104,1 
0353,癡,1 ,46 ,,,,07685,104,1 
0354-0355,白,1 ,99 ,,,,07709,106,2 
0356,皆,1 ,13 ,,,,07717,106,1 
0357,盜,1 ,2 ,,,,07771,108,1 
0358,盡,1 ,12 ,,,,07779,108,1 
0359,眼,1 ,2 ,,,,07843,109,1 
0360,衆,1 ,11 ,,,,07844,109,1 
0361,瞻,1 ,2 ,,,,07907,109,1 
0362-0363,知,1 ,83 ,,,,07941,111,2 
0364,祇,1 ,24 ,,,,08107,113,1 
0365-0366,種,1 ,63 ,,,,08244,115,2 
0367,稱,1 ,16 ,,,,08248,115,1 
0368-0370,突,1 ,113 ,,,,08303,116,3 
0371,第,1 ,6 ,,,,08412,118,1 
0372,等,1 ,46 ,,,,08426,118,1 
0373,索,1 ,15 ,,,,08767,120,1 
0374,結,1 ,26 ,,,,08807,120,1 
0375,給,1 ,24 ,,,,08822,120,1 
0376,縛,1 ,2 ,,,,08963,120,1 
0377,繋,1 ,4 ,,,,09030,120,1 
0378,纏,1 ,24 ,,,,09064,120,1 
0379,置,1 ,2 ,,,,09128,122,1 
0380,09139,1 ,29 ,,,,09139,122,1 
0381-0383,羅,1 ,118 ,,,,09144,122,3 
0384,美,1 ,3 ,,,,09155,123,1 
0385-0386,羣,1 ,85 ,,,,09175,123,2 
0387,義,1 ,43 ,,,,09177,123,1 
0388-0389,羹,1 ,66 ,,,,09191,123,2 
0390-0392,者,1 ,136 ,,,,09255,125,3 
0393,而,1 ,28 ,,,,09264,126,1 
0394,聞,1 ,25 ,,,,09315,128,1 
0395,聲,1 ,13 ,,,,09328,128,1 
0396,聽,1 ,2 ,,,,09335,128,1 
0397,肘,1 ,2 ,,,,09357,130,1 
0398,腰,1 ,9 ,,,,09508,130,1 
0399,膳,1 ,2 ,,,,09554,130,1 
0400,臂,1 ,8 ,,,,09568,130,1 
0401,臣,1 ,2 ,,,,09596,131,1 
0402-0403,自,1 ,71 ,,,,09602,132,2 
0404-0405,至,1 ,51 ,,,,09610,133,2 
0406,擧,1 ,2 ,,,,09632,134,1 
0407-0408,舍,1 ,83 ,,,,09638,135,2 
0409-0410,若,1 ,82 ,,,,09788,140,2 
0411,落,1 ,3 ,,,,09961,140,1 
0412,葉,1 ,2 ,,,,09966,140,1 
0413,處,1 ,37 ,,,,10270,141,1 
0414-0416,行,1 ,121 ,,,,10614,144,3 
0417-0418,衣,1 ,81 ,,,,10637,145,2 
0419,被,1 ,3 ,,,,10683,145,1 
0420,見,1 ,21 ,,,,10831,147,1 
0421,視,1 ,18 ,,,,10837,147,1 
0422,觸,1 ,2 ,,,,10887,148,1 
0423-0424,言,1 ,100 ,,,,10890,149,2 
0425,設,1 ,16 ,,,,10928,149,1 
0426,詣,1 ,8 ,,,,10974,149,1 
0427,語,1 ,8 ,,,,11017,149,1 
0428-0429,説,1 ,51 ,,,,11025,149,2 
0430,誰,1 ,2 ,,,,11028,149,1 
0431,請,1 ,19 ,,,,11049,149,1 
0432-0434,諸,1 ,104 ,,,,11085,149,3 
0435,謂,1 ,25 ,,,,11095,149,1 
0436,譏,1 ,18 ,,,,11162,149,1 
0437,象,1 ,3 ,,,,11275,152,1 
0438,貪,1 ,2 ,,,,11342,154,1 
0439-0440,責,1 ,71 ,,,,11344,154,2 
0441,賊,1 ,3 ,,,,11377,154,1 
0442,頼,1 ,29 ,,,,11411,154,1 
0443,走,1 ,2 ,,,,11454,156,1 
0444,11473,1 ,3 ,,,,11473,156,1 
0445,足,1 ,48 ,,,,11495,157,1 
0446,蹲,1 ,7 ,,,,11662,157,1 
0447,身,1 ,22 ,,,,11715,158,1 
0448,辨,1 ,16 ,,,,11908,160,1 
0449,逃,1 ,2 ,,,,11984,162,1 
0450,逢,1 ,2 ,,,,12009,162,1 
0451,過,1 ,11 ,,,,12046,162,1 
0452,道,1 ,2 ,,,,12051,162,1 
0453,遙,1 ,3 ,,,,12062,162,1 
0454,遮,1 ,2 ,,,,12083,162,1 
0455,遺,1 ,2 ,,,,12097,162,1 
0456,避,1 ,3 ,,,,12103,162,1 
0457,還,1 ,6 ,,,,12108,162,1 
0458,邊,1 ,2 ,,,,12115,162,1 
0459,那,1 ,19 ,,,,12134,163,1 
0460,酌,1 ,15 ,,,,12262,164,1 
0461,釋,1 ,22 ,,,,12371,165,1 
0462,鉢,1 ,44 ,,,,12440,167,1 
0463,門,1 ,25 ,,,,12709,169,1 
0464,闇,1 ,2 ,,,,12768,169,1 
0465,陀,1 ,23 ,,,,12831,170,1 
0466,隨,1 ,22 ,,,,12927,170,1 
0467,集,1 ,48 ,,,,12963,172,1 
0468-0470,非,1 ,111 ,,,,13104,175,3 
0471,面,1 ,45 ,,,,13108,176,1 
0472,順,1 ,22 ,,,,13302,181,1 
0473,須,1 ,7 ,,,,13304,181,1 
0474,頭,1 ,46 ,,,,13346,181,1 
0475,顧,1 ,11 ,,,,13409,181,1 
0476-0478,食,1 ,128 ,,,,13503,184,3 
0479,飮,1 ,9 ,,,,13526,184,1 
0480-0481,飯,1 ,89 ,,,,13527,184,2 
0482,養,1 ,3 ,,,,13551,184,1 
0483,餓,1 ,5 ,,,,13559,184,1 
0484,駝,1 ,5 ,,,,13732,187,1 
0485,駱,1 ,5 ,,,,13755,187,1 
0486,驢,1 ,5 ,,,,13864,187,1 
0487,高,1 ,12 ,,,,13940,189,1 
0488,鳥,1 ,7 ,,,,14361,196,1 
0489,齒,1 ,2 ,,,,14833,211,1 
0490-0491,受,2 ,48 ,15 ,,,01128,029,2 
0492,因,2 ,44 ,3 ,,,01611,031,1 
0493-0494,坐,2 ,76 ,1 ,,,01682,032,2 
0495,廻,2 ,2 ,1 ,,,03008,054,1 
0496,戻,2 ,3 ,1 ,,,03645,063,1 
0497,數,2 ,15 ,8 ,,,04298,066,1 
0498,斟,2 ,9 ,6 ,,,04353,068,1 
0499,棘,2 ,2 ,1 ,,,05031,075,1 
0500-0501,正,2 ,59 ,1 ,,,05643,077,2 
0502,泥,2 ,2 ,1 ,,,06088,085,1 
0503,淨,2 ,16 ,10 ,,,06272,085,1 
0504-0505,無,2 ,85 ,4 ,,,06872,086,2 
0506,當,2 ,30 ,1 ,,,07535,102,1 
0507,看,2 ,7 ,2 ,,,07817,109,1 
0508,禮,2 ,23 ,1 ,,,08165,113,1 
0509,縁,2 ,42 ,5 ,,,08924,120,1 
0510,耶,2 ,7 ,2 ,,,09292,128,1 
0511,與,2 ,35 ,1 ,,,09629,134,1 
0512,著,2 ,15 ,4 ,,,09972,140,1 
0513,衞,2 ,20 ,4 ,,,10630,144,1 
0514,覆,2 ,14 ,1 ,,,10826,146,1 
0515,跳,2 ,7 ,4 ,,,11553,157,1 
0516,躯,2 ,1 ,1 ,,,11734,158,1 
0517,露,2 ,2 ,1 ,,,13073,173,1 
0518,飢,2 ,4 ,1 ,,,13508,184,1 
0519,默,2 ,2 ,1 ,,,14720,203,1 
0520,厭,3 ,14 ,1 ,1 ,,01088,027,1 
0521,難,3 ,12 ,3 ,3 ,,13002,172,1 
0522,咲,4 ,4 ,2 ,2 ,1 ,01312,030,1 
